Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
11/24/23 03:00,0.32964100000000002,0.32045499999999999,0.33916600000000002,0.52045699999999995,0.31228600000000001,0.49,0.60899999999999999,0.40200000000000002,0.24199999999999999,0.38500000000000001,0.192,0.27400000000000002,0.2046,0.29299999999999998,0.32900000000000001,0.48399999999999999,,0.29105999999999999,0.39034000000000002,0.19547,0.26834000000000002,0.39504,0.17138999999999999,0.39258999999999999,0.26945000000000002,0.16536999999999999,0.17399999999999999,0.20544599999999999,0.23499999999999999,0.34599999999999997,0.29186000000000001,0.36536999999999997,0.23699999999999999,0.36499999999999999,0.15401000000000001,0.38258999999999999,0.29350100000000001,0.34119100000000002,0.442,0.44399,0.47287000000000001,0.21919,0.34075,0.30464000000000002,0.19022,0.18214,0.23777000000000001,0.55476300000000001,0.31968800000000003,0.40869699999999998,0.30582999999999999,0.28573999999999999,0.26595999999999997,0.23124,8.5440000000000002E-2,0.34941
11/24/23 04:00,0.33649400000000002,0.37188199999999999,0.347331,0.60343000000000002,0.33790599999999998,0.48499999999999999,0.627,0.26700000000000002,0.28000000000000003,0.65400000000000003,0.20300000000000001,0.33400000000000002,0.2223,0.29399999999999998,0.33900000000000002,0.47499999999999998,,0.31348999999999999,0.40161000000000002,0.16324,0.32905000000000001,0.4042,0.1948,0.45718999999999999,0.27731,0.17155999999999999,0.188,0.218837,0.26800000000000002,0.36699999999999999,0.28843000000000002,0.37426999999999999,0.30499999999999999,0.36799999999999999,0.15271999999999999,0.48291000000000001,0.27978799999999998,0.42483100000000001,0.58599999999999997,0.44452000000000003,0.62519999999999998,0.23569000000000001,0.37136000000000002,0.33672999999999997,0.18268000000000001,0.21167,0.19711999999999999,0.61551800000000001,0.31929600000000002,0.51088,0.30908999999999998,0.29575000000000001,0.28621999999999997,0.23516000000000001,0.11042,0.37980999999999998
11/24/23 05:00,0.31844299999999998,0.38213799999999998,0.33809,0.61246500000000004,0.359987,0.52700000000000002,0.57899999999999996,0.26200000000000001,0.315,0.74199999999999999,0.214,0.34,0.27529999999999999,0.35399999999999998,0.36099999999999999,0.46300000000000002,0.81100000000000005,0.29276999999999997,0.44677,0.1552,0.34423999999999999,0.53502000000000005,0.20547000000000001,0.41122999999999998,0.29288999999999998,0.17104,0.17299999999999999,0.23322799999999999,0.31900000000000001,0.39300000000000002,0.33917000000000003,0.42886999999999997,0.31,0.36499999999999999,0.17660000000000001,0.44845000000000002,0.27494400000000002,0.35497899999999999,0.73399999999999999,0.46382000000000001,0.44091999999999998,0.22372,0.26634000000000002,0.31648999999999999,0.21232999999999999,0.20962,0.20305999999999999,0.59510799999999997,0.388955,0.46132800000000002,0.34177000000000002,0.30578,0.30597999999999997,0.24066000000000001,9.4259999999999997E-2,0.40915000000000001
11/24/23 06:00,0.31689899999999999,0.34937800000000002,0.32745299999999999,0.65751199999999999,0.34056999999999998,0.56599999999999995,1.2689999999999999,0.28000000000000003,0.26600000000000001,0.53300000000000003,0.21299999999999999,0.33,0.36030000000000001,0.35499999999999998,0.42,0.48499999999999999,1.0740000000000001,0.29493000000000003,0.41086,0.15146000000000001,0.28839999999999999,0.43520999999999999,0.21312999999999999,0.55430000000000001,0.38267000000000001,0.21873000000000001,0.17899999999999999,0.25862000000000002,0.36499999999999999,0.41699999999999998,0.41406999999999999,0.44666,0.27700000000000002,0.33,0.20038,0.50477000000000005,0.26508199999999998,0.27840300000000001,0.74199999999999999,0.49475999999999998,0.42956,0.28084999999999999,0.44162000000000001,0.36849999999999999,0.28770000000000001,0.24923999999999999,0.20383999999999999,0.58060400000000001,0.39690900000000001,0.45389800000000002,0.33417000000000002,0.30092999999999998,0.31734000000000001,0.24273,9.4530000000000003E-2,0.39496999999999999
11/24/23 07:00,0.30513200000000001,0.343607,0.32569100000000001,0.572523,0.30883500000000003,0.439,0.68899999999999995,0.29499999999999998,0.253,0.38100000000000001,0.20899999999999999,0.35599999999999998,0.31569999999999998,0.35099999999999998,0.36399999999999999,0.49,0.77800000000000002,0.30009000000000002,0.39489999999999997,0.18310999999999999,0.29720999999999997,0.48770000000000002,0.23993999999999999,0.4259,0.45288,0.24925,0.20799999999999999,0.27901100000000001,0.32600000000000001,0.59199999999999997,0.48257,0.59582000000000002,0.314,0.35599999999999998,0.22606000000000001,0.59597,0.292184,0.310058,0.63600000000000001,0.46828999999999998,0.43774999999999997,0.34475,0.58455999999999997,0.51402000000000003,0.51197999999999999,0.48003000000000001,0.2833,0.69765699999999997,0.370977,0.44618099999999999,0.40296999999999999,0.31417,0.31028,0.24401,9.2499999999999999E-2,0.38640999999999998
11/24/23 08:00,0.31948399999999999,0.33002199999999998,0.33510000000000001,0.52370399999999995,0.29706700000000003,0.38500000000000001,0.51300000000000001,0.27400000000000002,0.26,0.26900000000000002,0.21,0.34100000000000003,0.28560000000000002,0.34300000000000003,0.33800000000000002,0.47199999999999998,0.67200000000000004,0.28666000000000003,0.39511000000000002,0.17912,0.26839000000000002,0.78166000000000002,0.32607000000000003,0.54149999999999998,0.55001,0.27167999999999998,0.40400000000000003,0.239402,0.35899999999999999,0.67600000000000005,,0.47585,0.33,0.35899999999999999,0.23053999999999999,0.47627999999999998,0.35808499999999999,0.411636,0.57399999999999995,0.46597,0.42421999999999999,0.36503000000000002,0.52007999999999999,0.40833000000000003,0.42623,0.37645000000000001,0.4022,0.54744999999999999,0.40160200000000001,0.39257900000000001,0.36747999999999997,0.34294999999999998,0.31306,0.26072000000000001,0.11262999999999999,0.46316000000000002
11/24/23 09:00,0.30930999999999997,0.33388800000000002,0.333621,0.48435,0.31049100000000002,0.35299999999999998,0.44500000000000001,0.27,0.247,0.255,0.20899999999999999,0.39200000000000002,0.29520000000000002,0.313,0.32500000000000001,0.47,0.59699999999999998,0.28871999999999998,0.41559000000000001,0.17459,0.25097000000000003,0.70037000000000005,0.31308000000000002,0.49188999999999999,0.60965000000000003,0.22928999999999999,0.34799999999999998,0.206793,0.26,0.60099999999999998,0.32122000000000001,0.42432999999999998,0.311,0.33800000000000002,0.33651999999999999,0.42035,0.42070099999999999,0.38266499999999998,0.55000000000000004,0.46326000000000001,0.41165000000000002,0.32346000000000003,0.42860999999999999,0.36359999999999998,0.30303000000000002,0.23723,0.28271000000000002,0.51546899999999996,0.41346699999999997,0.42299399999999998,0.37267,0.33755000000000002,0.31012000000000001,0.25973000000000002,0.13608999999999999,0.43176999999999999
11/24/23 10:00,0.30780400000000002,0.31168699999999999,0.33746199999999998,0.46805200000000002,0.30296400000000001,0.36199999999999999,0.309,0.26300000000000001,0.22800000000000001,0.23200000000000001,0.19800000000000001,0.32600000000000001,0.29189999999999999,0.311,0.34300000000000003,0.42699999999999999,0.54900000000000004,0.28906999999999999,0.41061999999999999,0.17805000000000001,0.24434,0.67891999999999997,0.29159000000000002,0.48620999999999998,0.47101999999999999,0.2157,0.29399999999999998,0.18818499999999999,0.255,0.58299999999999996,0.33712999999999999,0.39946999999999999,0.39500000000000002,0.32300000000000001,0.26418000000000003,0.38924999999999998,0.27619199999999999,0.36795299999999997,0.53700000000000003,0.43103999999999998,0.37789,0.31058999999999998,0.51219999999999999,0.36928,0.37869999999999998,0.26383000000000001,0.26222000000000001,0.52578999999999998,0.43505700000000003,0.40206500000000001,0.34766000000000002,0.34206999999999999,0.27141999999999999,0.25336999999999998,0.13874,0.35659000000000002
11/24/23 11:00,0.31405,0.29032999999999998,0.34011000000000002,0.47162500000000002,0.30171700000000001,0.34799999999999998,0.34699999999999998,0.252,0.21099999999999999,0.253,0.192,0.35,0.31219999999999998,0.32400000000000001,0.34100000000000003,0.41199999999999998,0.56599999999999995,0.25684000000000001,0.40997,0.19575000000000001,0.23913000000000001,0.61004999999999998,0.27310000000000001,0.46267999999999998,0.39627000000000001,0.21251,0.245,0.18557599999999999,0.246,0.40799999999999997,0.38539000000000001,0.41327999999999998,0.28199999999999997,0.38700000000000001,0.26562999999999998,0.40031,0.30642999999999998,0.40979900000000002,0.54400000000000004,0.33643000000000001,0.36778,0.31719999999999998,0.37690000000000001,0.37167,0.27711000000000002,0.27661000000000002,0.24853,0.51194700000000004,0.323772,0.42983100000000002,0.34116000000000002,0.30599999999999999,0.2969,0.24298,0.12052,0.34173999999999999
11/25/23 12:00,0.30679699999999999,0.27985500000000002,0.35542200000000002,0.44481399999999999,0.29730899999999999,0.307,0.27800000000000002,0.23799999999999999,0.186,0.214,0.17699999999999999,0.37,0.2984,0.308,0.34100000000000003,0.39100000000000001,0.499,0.25214999999999999,0.40436,0.21027000000000001,0.24773999999999999,0.51859,0.21967999999999999,0.49791000000000002,0.31935000000000002,0.20832000000000001,0.223,0.193967,0.22,0.32700000000000001,0.22359999999999999,0.39716000000000001,0.22700000000000001,0.37,0.25641000000000003,0.42321999999999999,0.27718399999999999,0.304983,0.45500000000000002,0.31194,0.34625,0.28038000000000002,0.33884999999999998,0.30871999999999999,0.23229,0.23229,0.21259,0.50777000000000005,0.35806199999999999,0.42700500000000002,0.33306999999999998,0.29682999999999998,0.26851000000000003,0.21890999999999999,0.10324999999999999,0.35069
11/25/23 01:00,0.31162899999999999,0.27273399999999998,0.383662,0.38594899999999999,0.28053400000000001,0.27900000000000003,0.26,0.23499999999999999,0.188,0.19900000000000001,0.18099999999999999,0.32200000000000001,0.26400000000000001,0.29299999999999998,0.33600000000000002,0.372,0.46500000000000002,0.24734999999999999,0.41833999999999999,0.17818000000000001,0.24346999999999999,0.56442999999999999,0.19925000000000001,0.41254000000000002,0.35166999999999998,0.21212,0.222,0.17736199999999999,0.216,0.32400000000000001,0.20999000000000001,0.37824000000000002,0.23799999999999999,0.35699999999999998,0.23030999999999999,0.28225,0.23191800000000001,0.26404499999999997,0.40899999999999997,0.39335999999999999,0.30686999999999998,0.29772999999999999,0.30245,0.30847000000000002,0.31912000000000001,0.24898000000000001,0.24371999999999999,0.51752699999999996,0.36730600000000002,0.41929100000000002,0.31930999999999998,0.28159000000000001,0.25979999999999998,0.21077000000000001,0.10852000000000001,0.32885999999999999
11/25/23 02:00,0.31128600000000001,0.25903300000000001,0.34962199999999999,0.362869,0.278862,0.308,0.217,0.224,0.16400000000000001,0.20200000000000001,0.18,0.28999999999999998,0.2346,0.28699999999999998,0.31,0.41699999999999998,0.42,0.24565000000000001,0.39323999999999998,0.16882,0.23727000000000001,0.52869999999999995,0.19058,0.39612000000000003,0.31608999999999998,0.20971000000000001,0.20399999999999999,0.17466699999999999,0.21,0.31,0.22470000000000001,0.38124999999999998,0.254,0.41,0.22738,0.25111,0.21096000000000001,0.28331400000000001,0.40500000000000003,0.38851000000000002,0.28410999999999997,0.30174000000000001,0.3029,0.32332,0.20874000000000001,0.21296999999999999,0.21959000000000001,0.54724200000000001,0.31035099999999999,0.42234500000000003,0.31879999999999997,0.24326999999999999,0.26102999999999998,0.20652999999999999,0.14460000000000001,0.26251999999999998
11/25/23 03:00,0.30918800000000002,0.25214700000000001,0.34973799999999999,0.36828499999999997,0.27741500000000002,0.29899999999999999,0.219,0.23,0.16500000000000001,0.192,0.18,0.28100000000000003,0.2238,0.27400000000000002,0.29299999999999998,0.35899999999999999,0.379,0.24257999999999999,0.38025999999999999,0.17194000000000001,0.23763999999999999,0.48187999999999998,0.18329000000000001,0.39785999999999999,0.30059000000000002,0.20688000000000001,0.20699999999999999,0.18097099999999999,0.20599999999999999,0.311,0.21112,0.37880999999999998,0.23499999999999999,0.36299999999999999,0.19603000000000001,0.24195,0.20442299999999999,0.231242,0.4,0.34509000000000001,0.28341,0.29848999999999998,0.29683999999999999,0.29149999999999998,0.20749999999999999,0.21743000000000001,0.20305000000000001,0.44191000000000003,0.296539,0.38755899999999999,0.31113000000000002,0.24618000000000001,0.27015,0.21407000000000001,0.11366999999999999,0.25213999999999998
11/25/23 04:00,0.31170500000000001,0.24430099999999999,0.34046100000000001,0.35177900000000001,0.28700399999999998,0.22700000000000001,0.19800000000000001,0.23499999999999999,0.17599999999999999,0.20799999999999999,0.17599999999999999,0.29599999999999999,0.2218,0.246,0.27900000000000003,0.35599999999999998,0.35399999999999998,0.22836999999999999,0.37819000000000003,0.16470000000000001,0.21495,0.47753000000000001,0.20275000000000001,0.38496000000000002,0.29152,0.19928000000000001,0.23599999999999999,0.17527499999999999,0.21,0.312,0.20896999999999999,0.36698999999999998,0.218,0.30199999999999999,0.20272999999999999,0.22312000000000001,0.18385099999999999,0.214249,0.38600000000000001,0.33035999999999999,0.27765000000000001,0.27787000000000001,0.26490999999999998,0.26926,0.18945000000000001,0.20641999999999999,0.18493999999999999,0.45915800000000001,0.29824699999999998,0.34525699999999998,0.30985000000000001,0.26335999999999998,0.27806999999999998,0.22069,8.5940000000000003E-2,0.25929999999999997
11/25/23 05:00,0.30916100000000002,0.23569100000000001,0.33387800000000001,0.34369,0.28145500000000001,0.214,0.216,0.22500000000000001,0.188,0.19500000000000001,0.17,0.28000000000000003,0.2452,0.24299999999999999,0.27200000000000002,0.34,0.34499999999999997,0.22697999999999999,0.38451000000000002,0.17096,0.21382999999999999,0.44186999999999999,0.23207,0.34660000000000002,0.28726000000000002,0.17149,0.17899999999999999,0.18457999999999999,0.216,0.26300000000000001,0.20402999999999999,0.34971999999999998,0.2,0.28100000000000003,0.19148999999999999,0.20150999999999999,0.185027,0.20322200000000001,0.38700000000000001,0.28792000000000001,0.25011,0.26959,0.23396,0.27712999999999999,0.19947999999999999,0.19814999999999999,0.22871,0.43168899999999999,0.27690399999999998,0.34169100000000002,0.30676999999999999,0.24918999999999999,0.27199000000000001,0.21557000000000001,7.8589999999999993E-2,0.27099000000000001
11/25/23 06:00,0.303593,0.24870200000000001,0.32409900000000003,0.36238900000000002,0.283721,0.23799999999999999,0.23,0.222,0.21199999999999999,0.23699999999999999,0.17,0.28299999999999997,0.24809999999999999,0.246,0.27600000000000002,0.34899999999999998,0.35799999999999998,0.37519000000000002,0.37812000000000001,0.17838999999999999,0.22803000000000001,0.37217,0.20755000000000001,0.41354000000000002,0.31511,0.16769000000000001,0.17100000000000001,0.188884,0.20300000000000001,0.23599999999999999,0.21901000000000001,0.34448000000000001,0.184,0.312,0.19692999999999999,0.25297999999999998,0.197993,0.21063699999999999,0.378,0.35121999999999998,0.29352,0.22139,0.21626000000000001,0.25869999999999999,0.16846,0.1855,0.24268000000000001,0.45610000000000001,0.28221000000000002,0.330822,0.30778,0.26754,0.27456999999999998,0.21329000000000001,7.6350000000000001E-2,0.27664
11/25/23 07:00,0.309255,0.24238999999999999,0.323023,0.4158,0.29017799999999999,0.246,0.251,0.22800000000000001,0.22,0.27200000000000002,0.17,0.31900000000000001,0.2306,0.25900000000000001,0.27600000000000002,0.36199999999999999,0.38700000000000001,0.38356000000000001,0.40934999999999999,0.18739,0.23288,0.39856000000000003,0.17931,0.40188000000000001,0.29403000000000001,0.16936000000000001,0.16200000000000001,0.17318800000000001,0.20699999999999999,0.255,0.21807000000000001,0.34826000000000001,0.24,0.30599999999999999,0.27549000000000001,0.29008,0.19104599999999999,0.215837,0.34499999999999997,0.26796999999999999,0.32965,0.19714000000000001,0.19853000000000001,0.26690999999999998,0.16408,0.18898000000000001,0.16608999999999999,0.44012099999999998,0.28600900000000001,0.32846599999999998,0.31568000000000002,0.25933,0.26722000000000001,0.21459,9.2420000000000002E-2,0.28025
11/25/23 08:00,0.32409500000000002,0.25129299999999999,0.31127100000000002,0.44389099999999998,0.29682199999999997,0.28799999999999998,,0.23899999999999999,0.22600000000000001,0.27100000000000002,0.17399999999999999,0.32500000000000001,0.24729999999999999,0.26400000000000001,0.28399999999999997,0.40300000000000002,0.41099999999999998,0.37861,0.39883999999999997,0.18024999999999999,0.23741000000000001,0.40418999999999999,0.15848999999999999,0.42324000000000001,0.31261,0.17165,0.17399999999999999,0.18749299999999999,0.21099999999999999,0.28100000000000003,0.23921999999999999,0.35792000000000002,0.23,0.33100000000000002,0.21536,0.26590999999999998,0.20623900000000001,0.24163399999999999,0.373,0.26656000000000002,0.35787999999999998,0.20810999999999999,0.19814000000000001,0.25563000000000002,0.16178999999999999,0.17927000000000001,0.13816999999999999,0.48033700000000001,0.27394299999999999,0.34242899999999998,0.31547999999999998,0.26550000000000001,0.27398,0.20963000000000001,9.4780000000000003E-2,0.31866
11/25/23 09:00,0.31306499999999998,0.26081799999999999,0.30915100000000001,0.49613299999999999,0.31114799999999998,0.33700000000000002,0.39300000000000002,0.25,0.22600000000000001,0.30199999999999999,0.17399999999999999,0.255,0.2737,0.27900000000000003,0.311,0.48099999999999998,0.39900000000000002,0.38123000000000001,0.43631999999999999,0.1822,0.26080999999999999,0.43797999999999998,0.15681999999999999,0.40966999999999998,0.29326999999999998,0.17369999999999999,0.219,0.198797,0.22500000000000001,0.29499999999999998,0.25508999999999998,0.39007999999999998,0.249,0.318,0.18848999999999999,0.2994,0.22986999999999999,0.26497599999999999,0.36699999999999999,0.31041000000000002,0.38841999999999999,0.21945000000000001,0.21618999999999999,0.28437000000000001,0.17008999999999999,0.18246000000000001,0.15142,0.490921,0.289327,0.35146699999999997,0.31279000000000001,0.26404,0.28805999999999998,0.22764999999999999,0.11226999999999999,0.36930000000000002
11/25/23 10:00,0.33707500000000001,0.28024500000000002,0.32055499999999998,0.499533,0.31535600000000003,0.32600000000000001,0.26600000000000001,0.246,0.22600000000000001,0.28199999999999997,0.182,0.252,0.2772,0.28199999999999997,0.311,0.53100000000000003,0.40100000000000002,0.39845999999999998,0.42979000000000001,0.18107000000000001,0.26855000000000001,0.42943999999999999,0.17021,0.38313999999999998,0.31873000000000001,0.1757,0.193,0.24210100000000001,0.22800000000000001,0.33100000000000002,0.21657999999999999,0.37504999999999999,0.26600000000000001,0.315,0.1883,0.31736999999999999,0.25637700000000002,0.28477400000000003,0.39800000000000002,0.33781,0.43443999999999999,0.26495000000000002,0.23738999999999999,0.25651000000000002,0.18825,0.18262999999999999,0.18465999999999999,0.50264699999999995,0.29634899999999997,0.38034400000000002,0.31247999999999998,0.28261999999999998,0.29792999999999997,0.23024,9.2319999999999999E-2,0.38746000000000003
11/25/23 11:00,0.34445199999999998,0.29524099999999998,0.32645400000000002,0.45638099999999998,0.31271399999999999,0.34,0.27100000000000002,0.26300000000000001,0.23899999999999999,0.30099999999999999,0.17599999999999999,0.28000000000000003,0.24310000000000001,0.29699999999999999,0.32200000000000001,0.51600000000000001,0.437,0.40816000000000002,0.42806,0.18767,0.25849,0.48049999999999998,0.18521000000000001,0.35698000000000002,0.30570000000000003,0.17899000000000001,0.186,0.25140600000000002,0.22900000000000001,0.41299999999999998,0.26582,0.36334,0.248,0.31900000000000001,0.17027999999999999,0.27115,0.273507,0.31253900000000001,0.41099999999999998,0.34997,0.47149999999999997,0.28187000000000001,0.21887000000000001,0.27339000000000002,0.16744000000000001,0.19081000000000001,0.20558000000000001,0.510212,0.31133300000000003,0.37209300000000001,0.32180999999999998,0.28870000000000001,0.29977999999999999,0.24309,0.12057,0.42771999999999999
11/25/23 12:00,0.33457700000000001,0.29619499999999999,0.32475999999999999,0.45775700000000002,0.29050300000000001,0.36599999999999999,0.26800000000000002,0.253,0.23699999999999999,0.31900000000000001,0.17799999999999999,0.26900000000000002,0.2321,0.314,0.33100000000000002,0.49399999999999999,0.51,0.42963000000000001,0.46312999999999999,0.22059999999999999,0.27173999999999998,0.52380000000000004,0.21057000000000001,0.32600000000000001,0.28797,0.18578,0.193,0.22670999999999999,0.23599999999999999,0.34799999999999998,0.23544999999999999,0.37757000000000002,0.27500000000000002,0.33600000000000002,0.18279000000000001,0.28393000000000002,0.26824599999999998,0.31442399999999998,0.4,0.43286000000000002,0.4995,0.28539999999999999,0.23585,0.28741,0.16058,0.18240000000000001,0.18013000000000001,0.50391200000000003,0.31659700000000002,0.39385199999999998,0.32247999999999999,0.30060999999999999,0.29054000000000002,0.25694,0.14828,0.40966999999999998
11/25/23 01:00,0.34636899999999998,0.32075100000000001,0.337642,0.46933399999999997,0.28420099999999998,0.40500000000000003,0.20799999999999999,0.26700000000000002,0.252,0.32200000000000001,0.18099999999999999,0.26700000000000002,0.20660000000000001,0.318,0.34799999999999998,0.48199999999999998,0.48699999999999999,0.42813000000000001,0.49781999999999998,0.18662999999999999,0.28738000000000002,0.52703,0.23019999999999999,0.34545999999999999,0.28819,0.19384999999999999,0.215,0.24701400000000001,0.221,0.38800000000000001,0.27464,0.38722000000000001,0.26600000000000001,0.36699999999999999,0.18092,0.32549,0.267204,0.31801699999999999,0.40500000000000003,0.40000999999999998,0.42982999999999999,0.22595000000000001,0.22292000000000001,0.33965000000000001,0.17807000000000001,0.18654999999999999,0.17319999999999999,0.47976200000000002,0.31685799999999997,0.38780399999999998,0.31803999999999999,0.30348999999999998,0.29486000000000001,0.26463999999999999,0.12416000000000001,0.41084999999999999
11/25/23 02:00,0.350964,0.31586999999999998,0.34578799999999998,0.45788600000000002,0.291989,0.41199999999999998,0.22800000000000001,0.25900000000000001,0.26600000000000001,0.33200000000000002,0.191,0.26600000000000001,0.222,0.33200000000000002,0.34899999999999998,0.505,0.46200000000000002,0.42714000000000002,0.46005000000000001,0.18151,0.28793999999999997,0.48541000000000001,0.25672,0.33322000000000002,0.29998999999999998,0.19306999999999999,0.20200000000000001,0.239319,0.24399999999999999,0.40899999999999997,0.21379999999999999,0.38558999999999999,0.313,0.34799999999999998,0.18793000000000001,0.31274999999999997,0.24827399999999999,0.32892100000000002,0.41699999999999998,0.36808999999999997,0.45756000000000002,0.23329,0.22320000000000001,0.30873,0.18354000000000001,0.19453000000000001,0.21063999999999999,0.50198200000000004,0.31855099999999997,0.39654299999999998,0.33105000000000001,0.30726999999999999,0.32291999999999998,0.28774,0.15776999999999999,0.39583000000000002
11/25/23 03:00,0.37846999999999997,0.35121400000000003,0.341754,0.52225900000000003,0.32242300000000002,0.47699999999999998,0.26200000000000001,0.28999999999999998,0.26800000000000002,0.35899999999999999,0.186,0.27200000000000002,0.23899999999999999,0.33700000000000002,0.35799999999999998,0.53500000000000003,0.501,0.44850000000000001,0.43704999999999999,0.20873,0.28724,0.48648999999999998,0.31351000000000001,0.35972999999999999,0.31842999999999999,0.19377,0.19700000000000001,0.23062299999999999,0.28000000000000003,0.42499999999999999,0.25946999999999998,0.39628999999999998,0.317,0.38200000000000001,0.20705999999999999,0.35505999999999999,0.224075,0.33974500000000002,0.46400000000000002,0.48597000000000001,0.53020999999999996,0.24465999999999999,0.27038000000000001,0.33916000000000002,0.18345,0.20030000000000001,0.20738000000000001,0.48802899999999999,0.32551600000000003,0.40303499999999998,0.35077999999999998,0.30813000000000001,0.35664000000000001,0.28737000000000001,0.18032999999999999,0.37121999999999999
11/25/23 04:00,0.38171100000000002,0.36846899999999999,0.33883400000000002,0.59762400000000004,0.33486700000000003,0.60499999999999998,0.27300000000000002,0.34100000000000003,0.28599999999999998,0.317,0.192,0.28299999999999997,0.26919999999999999,0.32200000000000001,0.35399999999999998,0.52100000000000002,0.50600000000000001,0.47173999999999999,0.42520000000000002,0.19799,0.32151000000000002,0.59552000000000005,0.3115,0.41464000000000001,0.36013000000000001,0.18435000000000001,0.20499999999999999,0.23092799999999999,0.309,0.43,0.27399000000000001,0.41415000000000002,0.42799999999999999,0.40600000000000003,0.23582,0.44263999999999998,0.237176,0.29241299999999998,0.42899999999999999,0.51541999999999999,0.53227999999999998,0.28344999999999998,0.27739000000000003,0.36391000000000001,0.17971999999999999,0.20388999999999999,0.20175000000000001,0.49049399999999999,0.32200400000000001,0.39991399999999999,0.36007,0.30095,0.34820000000000001,0.27543000000000001,0.26328000000000001,0.3639
11/25/23 05:00,0.44160899999999997,0.50116700000000003,0.39550299999999999,0.67003000000000001,0.346773,0.51400000000000001,0.27700000000000002,0.34200000000000003,0.28899999999999998,0.35,0.186,0.30499999999999999,0.32340000000000002,0.32500000000000001,0.35,0.54500000000000004,0.499,0.42937999999999998,0.46354000000000001,0.15218999999999999,0.33019999999999999,0.63599000000000006,0.25303999999999999,0.44391999999999998,0.38300000000000001,0.18856000000000001,0.214,0.24723200000000001,0.33200000000000002,0.57499999999999996,0.27665000000000001,0.46884999999999999,0.20699999999999999,0.39800000000000002,0.22841,0.48692000000000002,0.258048,0.28346900000000003,0.46400000000000002,0.5222,0.63531000000000004,0.30247000000000002,0.28166000000000002,0.35589999999999999,0.25901000000000002,0.21975,0.29115000000000002,0.492622,0.30632199999999998,0.39983600000000002,0.37586999999999998,0.33688000000000001,0.38675999999999999,0.33554,0.20985999999999999,0.51014999999999999
11/25/23 06:00,0.62469200000000003,0.50109599999999999,0.55233900000000002,0.72555599999999998,0.36638700000000002,0.54,0.26,0.36,0.28199999999999997,0.32900000000000001,0.184,0.30199999999999999,0.28560000000000002,0.32900000000000001,0.374,0.53500000000000003,0.52900000000000003,0.44694,0.56894,0.14223,0.32788,0.67476999999999998,0.29002,0.44235999999999998,0.40153,0.19703000000000001,0.22700000000000001,0.22953599999999999,0.317,0.436,0.33552999999999999,0.44946999999999998,0.21099999999999999,0.35499999999999998,0.25202999999999998,0.41120000000000001,0.26361800000000002,0.32256099999999999,0.48399999999999999,0.48016999999999999,0.55376999999999998,0.31320999999999999,0.43287999999999999,0.42870999999999998,0.37258000000000002,0.24529000000000001,0.40307999999999999,0.47498699999999999,0.31118000000000001,0.416188,0.39652999999999999,0.32425999999999999,0.40272999999999998,0.35088999999999998,0.25037999999999999,0.43607000000000001
11/25/23 07:00,0.79314200000000001,0.52845600000000004,0.65855300000000006,0.73353100000000004,0.387824,0.63100000000000001,0.26600000000000001,0.28199999999999997,0.312,0.38200000000000001,0.186,0.313,0.2278,0.33300000000000002,0.38900000000000001,0.61799999999999999,0.55400000000000005,0.45335999999999999,0.52159999999999995,0.16414000000000001,0.34938000000000002,0.70794999999999997,0.28483999999999998,0.41922999999999999,0.37481999999999999,0.19714999999999999,0.221,0.237841,0.32200000000000001,0.495,0.34606999999999999,0.48727999999999999,0.21099999999999999,0.38400000000000001,0.32904,0.39824999999999999,0.27735599999999999,0.35773100000000002,0.50700000000000001,0.51851999999999998,0.58265999999999996,0.30608999999999997,0.47305000000000003,0.42835000000000001,0.63014000000000003,0.25638,0.40451999999999999,0.55461099999999997,0.32300200000000001,0.42930699999999999,0.41665000000000002,0.36274000000000001,0.34900999999999999,0.36676999999999998,0.17557,0.42186000000000001
11/25/23 08:00,0.82982100000000003,0.39730199999999999,0.81620000000000004,0.66270300000000004,0.41694999999999999,0.61699999999999999,0.318,0.27700000000000002,0.34499999999999997,0.35399999999999998,0.183,0.36299999999999999,0.23880000000000001,0.33900000000000002,0.378,0.60799999999999998,0.53800000000000003,0.42302000000000001,0.60916000000000003,0.15948999999999999,0.35382000000000002,0.87356999999999996,0.31522,0.44229000000000002,0.37125000000000002,0.20322999999999999,0.224,0.23414499999999999,0.317,0.47099999999999997,0.33767000000000003,0.47748000000000002,0.193,0.39900000000000002,0.27942,0.40379999999999999,0.210788,0.28168300000000002,0.45500000000000002,0.49175000000000002,0.41444999999999999,0.32523999999999997,0.42712,0.49592000000000003,0.62897000000000003,0.28623999999999999,0.36746000000000001,0.478186,0.303896,0.44245299999999999,0.48487999999999998,0.38250000000000001,0.38923000000000002,0.36398999999999998,0.28044000000000002,0.42231000000000002
